transaction_id,date,payment_method,merchant_category,amount,status,interchange_fee_pct,network_fee_pct,mdr_pct,interchange_cost,network_cost,gateway_revenue,refund_loss,chargeback_loss,net_revenue,merchant_id,merchant_name
TXN100087704,2025-01-01,Net Banking,Utility/Bill-pay,851.31,Success,0.0,0.0,0.00899,0.0,0.0,7.65,0.0,0.0,7.65,M00192,Solstice Power
TXN100008063,2025-01-01,UPI,Food Delivery,407.81,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00226,Tamira Tiffins
TXN100056210,2025-01-01,Wallet,Food Delivery,735.11,Success,0.005,0.001,0.0146,3.68,0.74,10.73,0.0,0.0,6.32,M00226,Tamira Tiffins
TXN100073706,2025-01-01,RuPay Debit,Food Delivery,152.92,Success,0.0025,0.0005,0.00632,0.38,0.08,0.97,0.0,0.0,0.51,M00227,Ursa Diner
TXN100053717,2025-01-01,UPI,Utility/Bill-pay,1806.0,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00183,Fenix Grid
TXN100085900,2025-01-01,Wallet,Utility/Bill-pay,534.71,Success,0.005,0.001,0.0141,2.67,0.53,7.54,0.0,0.0,4.33,M00184,Wystan Services
TXN100069791,2025-01-01,Credit Card,E-commerce,447.98,Success,0.016,0.0015,0.0191,7.17,0.67,8.56,0.0,0.0,0.72,M00017,Juniper Shoppe
TXN100095969,2025-01-01,UPI,Travel,2488.58,Refunded,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,-13.33,M00419,Pallava Expeditions
TXN100070697,2025-01-01,UPI,E-commerce,211.6,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00015,Ferro Outlet
TXN100024456,2025-01-01,UPI,Subscription,412.86,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00323,Terra Studios
TXN100048136,2025-01-01,UPI,Travel,1188.44,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00407,Jalsa Stays
TXN100076653,2025-01-01,UPI,Utility/Bill-pay,1028.58,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00200,Dovetail Grid
TXN100009046,2025-01-01,UPI,E-commerce,796.98,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00158,Ravanti Mart
TXN100017381,2025-01-01,Net Banking,Utility/Bill-pay,1760.45,Success,0.0,0.0,0.00767,0.0,0.0,13.5,0.0,0.0,13.5,M00208,Bellara Telecom
TXN100057323,2025-01-01,Wallet,Utility/Bill-pay,614.97,Success,0.005,0.001,0.01659,3.07,0.61,10.2,0.0,0.0,6.51,M00196,Perga Grid
TXN100020886,2025-01-01,Credit Card,Utility/Bill-pay,445.08,Success,0.016,0.0015,0.01965,7.12,0.67,8.75,0.0,0.0,0.96,M00192,Solstice Power
TXN100022434,2025-01-01,Net Banking,Utility/Bill-pay,2450.31,Success,0.0,0.0,0.00935,0.0,0.0,22.9,0.0,0.0,22.9,M00196,Perga Grid
TXN100057394,2025-01-01,Wallet,E-commerce,895.66,Success,0.005,0.001,0.01591,4.48,0.9,14.25,0.0,0.0,8.87,M00121,Quill Bazaar
TXN100057201,2025-01-01,Wallet,Utility/Bill-pay,1614.61,Success,0.005,0.001,0.01475,8.07,1.61,23.81,0.0,0.0,14.12,M00181,Ember Telecom
TXN100009338,2025-01-01,UPI,Food Delivery,417.42,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00227,Ursa Diner
TXN100092822,2025-01-01,UPI,Utility/Bill-pay,351.7,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00183,Fenix Grid
TXN100013731,2025-01-01,UPI,Utility/Bill-pay,699.12,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00225,Ferro Grid
TXN100036042,2025-01-01,Credit Card,Travel,6450.65,Success,0.016,0.0015,0.01789,103.21,9.68,115.41,0.0,0.0,2.52,M00377,Fathom Holidays
TXN100096854,2025-01-01,RuPay Debit,Utility/Bill-pay,887.07,Success,0.0025,0.0005,0.00618,2.22,0.44,5.49,0.0,0.0,2.83,M00194,Ferro Services
TXN100018411,2025-01-01,UPI,Food Delivery,184.55,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00226,Tamira Tiffins
TXN100070104,2025-01-01,RuPay Debit,Subscription,446.69,Success,0.0025,0.0005,0.00544,1.12,0.22,2.43,0.0,0.0,1.09,M00299,Ravanti Digital
TXN100048440,2025-01-01,UPI,Utility/Bill-pay,345.89,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00182,Zephyr Telecom
TXN100090086,2025-01-01,UPI,Utility/Bill-pay,548.76,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00191,Meridian Telecom
TXN100026401,2025-01-01,UPI,Subscription,413.46,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00290,Jalsa Labs
TXN100077288,2025-01-01,UPI,Food Delivery,196.74,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00228,Quanta Kitchen
TXN100063242,2025-01-01,UPI,Utility/Bill-pay,674.87,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00182,Zephyr Telecom
TXN100059612,2025-01-01,RuPay Debit,E-commerce,591.17,Refunded,0.0025,0.0005,0.00655,1.48,0.3,3.87,17.95,0.0,-15.86,M00005,Dhruva Commerce
TXN100089455,2025-01-01,RuPay Debit,E-commerce,314.34,Success,0.0025,0.0005,0.00602,0.79,0.16,1.89,0.0,0.0,0.95,M00001,Pinnacle Kart
TXN100003016,2025-01-01,Credit Card,Travel,7126.66,Success,0.016,0.0015,0.02068,114.03,10.69,147.36,0.0,0.0,22.64,M00387,Quarry Getaways
TXN100001365,2025-01-01,UPI,Utility/Bill-pay,1602.09,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00182,Zephyr Telecom
TXN100073349,2025-01-01,RuPay Debit,Subscription,489.96,Refunded,0.0025,0.0005,0.00511,1.22,0.24,2.5,14.43,0.0,-13.4,M00339,Bellara Stream
TXN100096267,2025-01-01,Wallet,Food Delivery,264.86,Success,0.005,0.001,0.0143,1.32,0.26,3.79,0.0,0.0,2.2,M00227,Ursa Diner
TXN100027690,2025-01-01,UPI,E-commerce,2298.76,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00004,Lyra Kart
TXN100027702,2025-01-01,UPI,Food Delivery,246.93,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00237,Ferro Eats
TXN100001332,2025-01-01,UPI,Utility/Bill-pay,507.65,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100030581,2025-01-01,UPI,Utility/Bill-pay,621.67,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00186,Pallava Services
TXN100038361,2025-01-01,UPI,Utility/Bill-pay,1086.29,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100077247,2025-01-01,UPI,E-commerce,1105.59,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00003,Quanta Kart
TXN100069998,2025-01-01,UPI,Food Delivery,211.25,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00226,Tamira Tiffins
TXN100072332,2025-01-01,UPI,Food Delivery,167.32,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00230,Juniper Diner
TXN100084452,2025-01-01,UPI,Food Delivery,379.55,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00227,Ursa Diner
TXN100096508,2025-01-01,UPI,E-commerce,467.57,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00124,Vanta Retail
TXN100080737,2025-01-01,Wallet,E-commerce,7274.69,Success,0.005,0.001,0.01365,36.37,7.27,99.33,0.0,0.0,55.68,M00025,Bellara Retail
TXN100052846,2025-01-01,UPI,Food Delivery,138.7,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00276,Pallava Bites
TXN100021260,2025-01-01,Net Banking,Utility/Bill-pay,1043.86,Success,0.0,0.0,0.00899,0.0,0.0,9.38,0.0,0.0,9.38,M00181,Ember Telecom
TXN100056628,2025-01-01,Credit Card,Food Delivery,306.91,Success,0.016,0.0015,0.01764,4.91,0.46,5.41,0.0,0.0,0.04,M00266,Onyx Diner
